City_ID,City,Lat,Lng,Max Temp,Current Description,Humidity,Cloudiness,Wind Speed,Country,Date
229,Sinnamary,5.3833,-52.95,79.43,broken clouds,87,71,9.06,GF,2022-08-31 22:28:14
230,Black River,18.0264,-77.8487,83.89,overcast clouds,73,100,8.37,JM,2022-08-31 22:28:15
231,Huilong,31.8111,121.655,75.92,light rain,74,97,11.27,CN,2022-08-31 22:28:15
232,Keti Bandar,24.1447,67.4497,81.05,clear sky,80,10,12.06,PK,2022-08-31 22:28:15
233,Pauini,-7.7136,-66.9764,88.25,scattered clouds,42,29,1.32,BR,2022-08-31 22:28:16
234,Kruisfontein,-34.0033,24.7314,53.89,clear sky,78,0,9.4,ZA,2022-08-31 22:28:16
235,Lavrentiya,65.5833,-171.0,44.78,light rain,99,100,9.51,RU,2022-08-31 22:24:00
236,Mangrol,21.1167,70.1167,80.06,overcast clouds,84,93,11.7,IN,2022-08-31 22:28:16
237,Fortuna,40.5982,-124.1573,69.93,clear sky,79,0,14.97,US,2022-08-31 22:28:17
238,Mazagao,-0.115,-51.2894,87.85,overcast clouds,65,88,6.35,BR,2022-08-31 22:28:17
239,Krasnogorskiy,54.6025,61.231,66.4,few clouds,53,18,7.4,RU,2022-08-31 22:28:17
240,Santa Pola,38.1917,-0.5658,84.16,clear sky,66,0,3.44,ES,2022-08-31 22:28:18
241,Byron Bay,-28.65,153.6167,62.94,broken clouds,84,53,7.63,AU,2022-08-31 22:28:18
242,Bathsheba,13.2167,-59.5167,83.01,few clouds,74,20,10.36,BB,2022-08-31 22:28:18
243,Meulaboh,4.1363,96.1285,75.58,moderate rain,89,100,5.17,ID,2022-08-31 22:28:19
244,Bansi,27.1833,82.9333,77.5,heavy intensity rain,96,100,7.07,IN,2022-08-31 22:28:19
245,Locri,38.2414,16.2623,73.31,overcast clouds,82,87,12.41,IT,2022-08-31 22:28:19
246,Shache,38.4167,77.2406,73.71,scattered clouds,47,47,7.09,CN,2022-08-31 22:28:20
247,Oktyabrskiy,54.4815,53.471,68.22,overcast clouds,41,90,7.09,RU,2022-08-31 22:28:20
248,Chardara,41.2547,67.9692,72.12,clear sky,27,0,10.33,KZ,2022-08-31 22:28:20
249,Leningradskiy,69.3833,178.4167,33.26,snow,99,100,13.71,RU,2022-08-31 22:28:21
250,Dubbo,-32.25,148.6167,53.73,broken clouds,87,83,8.05,AU,2022-08-31 22:28:21
251,Saint Anthony,45.0205,-93.218,90.34,clear sky,43,0,11.5,US,2022-08-31 22:23:57
252,Changde,29.0464,111.6783,69.98,broken clouds,74,78,1.68,CN,2022-08-31 22:28:21
253,Arlit,18.7369,7.3853,98.44,scattered clouds,16,34,8.95,NE,2022-08-31 22:28:21
254,Chokurdakh,70.6333,147.9167,42.31,overcast clouds,57,100,6.49,RU,2022-08-31 22:28:22
255,Deputatskiy,69.3,139.9,45.99,broken clouds,75,70,2.64,RU,2022-08-31 22:28:22
256,Praia Da Vitoria,38.7333,-27.0667,73.76,broken clouds,88,75,5.66,PT,2022-08-31 22:25:42
257,Coquimbo,-29.9533,-71.3436,53.33,overcast clouds,76,100,6.91,CL,2022-08-31 22:28:22
258,Bridlington,54.0831,-0.1919,59.9,few clouds,83,20,14.32,GB,2022-08-31 22:28:23
259,Bang Saphan,11.2126,99.5117,77.5,overcast clouds,89,100,2.89,TH,2022-08-31 22:28:23
260,Togur,58.3631,82.8265,53.58,overcast clouds,84,100,4.52,RU,2022-08-31 22:28:23
261,Provideniya,64.3833,-173.3,46.51,light intensity shower rain,100,100,11.18,RU,2022-08-31 22:28:24
262,Tacna,-18.0056,-70.2483,53.8,overcast clouds,76,100,6.91,PE,2022-08-31 22:28:24
263,Sokoto,13.0609,5.239,80.74,light rain,71,98,9.48,NG,2022-08-31 22:28:24
264,Verkhniy Mamon,50.1635,40.3832,68.0,scattered clouds,50,47,6.31,RU,2022-08-31 22:28:25
265,Portland,45.5234,-122.6762,94.66,clear sky,39,0,5.75,US,2022-08-31 22:26:54
266,Almunecar,36.7339,-3.6907,82.69,broken clouds,59,60,7.09,ES,2022-08-31 22:28:25
267,Liwale,-9.7667,37.9333,70.56,light rain,71,66,3.71,TZ,2022-08-31 22:29:25
268,Gorey,52.6747,-6.2925,58.48,broken clouds,91,84,11.63,IE,2022-08-31 22:29:26
269,Beringovskiy,63.05,179.3167,45.91,moderate rain,91,100,19.01,RU,2022-08-31 22:29:26
270,Kendari,-3.945,122.4989,72.39,broken clouds,96,64,4.34,ID,2022-08-31 22:29:26
271,Mandera,3.9366,41.867,77.56,scattered clouds,55,43,20.42,KE,2022-08-31 22:29:27
272,Taldan,53.6667,124.8,39.24,broken clouds,77,56,3.49,RU,2022-08-31 22:29:27
273,Champerico,14.3,-91.9167,81.14,overcast clouds,76,99,7.81,GT,2022-08-31 22:29:27
274,San Cristobal,7.7669,-72.225,80.78,scattered clouds,69,41,3.96,VE,2022-08-31 22:29:28
275,Tambacounda,13.7539,-13.7586,73.51,moderate rain,97,100,4.38,SN,2022-08-31 22:29:28
276,Bonavista,48.6499,-53.1147,67.44,overcast clouds,69,96,12.53,CA,2022-08-31 22:29:28
277,Sistranda,63.7256,8.834,48.16,overcast clouds,65,89,9.15,NO,2022-08-31 22:29:29
278,Port Lincoln,-34.7333,135.8667,50.32,scattered clouds,77,41,7.02,AU,2022-08-31 22:29:29
279,Methoni,36.8197,21.7049,76.21,clear sky,76,0,13.22,GR,2022-08-31 22:29:29
280,Kholodnyy,62.7167,147.95,53.13,scattered clouds,67,44,5.3,RU,2022-08-31 22:29:30
281,Havre-Saint-Pierre,50.2334,-63.5986,62.96,mist,94,100,8.05,CA,2022-08-31 22:29:30
282,Dzaoudzi,-12.7887,45.2699,75.09,broken clouds,78,75,21.85,YT,2022-08-31 22:29:30
283,Khash,28.2211,61.2158,72.05,clear sky,13,0,4.03,IR,2022-08-31 22:29:31
284,Maloy,61.9353,5.1136,56.93,clear sky,1,10,1.83,NO,2022-08-31 22:29:31
285,Gewane,10.1664,40.6453,81.0,light rain,53,10,10.11,ET,2022-08-31 22:29:31
286,Bambous Virieux,-20.3428,57.7575,62.85,few clouds,88,20,4.61,MU,2022-08-31 22:29:31
287,Sidney,-33.8679,151.2073,60.48,broken clouds,91,75,1.99,AU,2022-08-31 22:25:04
288,Sao Mateus,-18.7161,-39.8589,65.55,broken clouds,66,62,7.36,BR,2022-08-31 22:29:32
289,Guanica,17.9716,-66.908,84.06,broken clouds,88,66,2.82,PR,2022-08-31 22:29:32
290,Devils Lake,48.1128,-98.8651,87.94,clear sky,33,0,11.5,US,2022-08-31 22:29:32
291,Tasiilaq,65.6145,-37.6368,39.36,overcast clouds,97,98,8.19,GL,2022-08-31 22:29:33
292,Bow Island,49.8668,-111.3684,94.26,clear sky,21,0,4.61,CA,2022-08-31 22:29:33
293,Bandarbeyla,9.4942,50.8122,76.19,overcast clouds,83,99,23.31,SO,2022-08-31 22:29:33
294,Dingle,10.9995,122.6711,76.23,overcast clouds,91,100,3.87,PH,2022-08-31 22:28:42
295,Dunedin,-45.8742,170.5036,55.8,scattered clouds,80,50,5.75,NZ,2022-08-31 22:29:34
296,Coahuayana,18.7333,-103.6833,88.54,overcast clouds,66,97,10.38,MX,2022-08-31 22:25:04
297,Cizre,37.3272,42.1903,91.56,clear sky,13,1,4.99,TR,2022-08-31 22:29:34
298,San Patricio,28.017,-97.5169,89.55,overcast clouds,54,100,11.54,US,2022-08-31 22:29:34
299,Sao Joao Da Barra,-21.6403,-41.0511,65.62,few clouds,63,11,10.58,BR,2022-08-31 22:29:35
300,Marawi,7.9986,124.2928,68.88,overcast clouds,93,100,4.65,PH,2022-08-31 22:29:35
301,George Town,5.4112,100.3354,82.33,few clouds,93,20,5.75,MY,2022-08-31 22:26:21
302,Nanakuli,21.3906,-158.1547,87.75,broken clouds,50,75,13.8,US,2022-08-31 22:29:35
303,Rio Grande,-32.035,-52.0986,58.95,scattered clouds,80,25,12.06,BR,2022-08-31 22:29:36
304,Grants Pass,42.439,-123.3284,100.81,clear sky,15,0,8.05,US,2022-08-31 22:29:36
305,Guthrie,35.8789,-97.4253,94.89,clear sky,38,0,6.91,US,2022-08-31 22:29:36
306,Doha,25.2867,51.5333,89.58,clear sky,74,0,2.3,QA,2022-08-31 22:28:34
307,Vostok,46.4856,135.8833,56.55,clear sky,80,0,3.04,RU,2022-08-31 22:29:37
308,Hasaki,35.7333,140.8333,82.8,scattered clouds,85,32,20.87,JP,2022-08-31 22:29:37
309,Yauya,-8.9833,-77.3,61.36,broken clouds,40,65,8.72,PE,2022-08-31 22:29:37
310,Batabano,22.7164,-82.2881,86.61,clear sky,70,3,8.5,CU,2022-08-31 22:30:37
311,Buchanan,5.8808,-10.0467,75.61,light rain,88,100,9.66,LR,2022-08-31 22:30:38
312,Kozhva,65.1073,57.0459,37.56,broken clouds,83,72,6.46,RU,2022-08-31 22:30:38
313,Batticaloa,7.7102,81.6924,75.34,overcast clouds,93,100,6.58,LK,2022-08-31 22:30:38
314,Bitkine,11.9801,18.2138,69.03,heavy intensity rain,93,100,26.35,TD,2022-08-31 22:30:39
315,Owase,34.0667,136.2,83.17,overcast clouds,79,100,4.34,JP,2022-08-31 22:30:39
316,Olafsvik,64.8945,-23.7142,47.16,overcast clouds,79,95,8.55,IS,2022-08-31 22:30:39
317,Benoy,8.9833,16.3199,72.64,moderate rain,96,77,4.16,TD,2022-08-31 22:30:40
318,Kemijarvi,66.7131,27.4306,40.1,overcast clouds,91,95,8.37,FI,2022-08-31 22:30:40
319,Formosa Do Rio Preto,-11.0483,-45.1931,73.9,clear sky,35,0,4.79,BR,2022-08-31 22:30:40
320,Beloha,-25.1667,45.05,61.3,overcast clouds,52,93,11.23,MG,2022-08-31 22:30:41
321,Yulara,-25.2406,130.9889,52.83,overcast clouds,86,100,9.42,AU,2022-08-31 22:30:41
322,Plettenberg Bay,-34.0527,23.3716,55.44,clear sky,49,0,6.98,ZA,2022-08-31 22:30:41
323,Lucapa,-8.4192,20.7447,69.91,overcast clouds,77,100,2.77,AO,2022-08-31 22:30:42
324,Ayagoz,47.9714,80.4392,58.6,clear sky,34,4,3.74,KZ,2022-08-31 22:30:42
325,Ponta Delgada,37.7333,-25.6667,77.5,broken clouds,83,75,4.61,PT,2022-08-31 22:30:42
326,Porto Santo,33.072,-16.3415,71.98,scattered clouds,73,40,9.22,PT,2022-08-31 22:30:42
327,Yambio,4.5721,28.3955,67.71,overcast clouds,97,100,1.07,SS,2022-08-31 22:30:43
328,Mouila,-1.8685,11.0559,75.29,broken clouds,78,80,3.94,GA,2022-08-31 22:30:43
329,Kedrovyy,56.1667,91.8167,57.87,light rain,99,100,6.73,RU,2022-08-31 22:30:43
330,Svetlaya,46.5389,138.3297,63.64,clear sky,68,2,1.34,RU,2022-08-31 22:30:44
331,Homer,59.6425,-151.5483,57.09,light rain,70,100,12.66,US,2022-08-31 22:30:44
332,Katherine,-14.4667,132.2667,73.72,clear sky,73,1,8.05,AU,2022-08-31 22:30:44
333,Gold Coast,-28.0,153.4333,66.78,scattered clouds,77,33,10.36,AU,2022-08-31 22:30:26
334,Ukiah,39.1502,-123.2078,102.43,clear sky,17,0,6.91,US,2022-08-31 22:30:12
335,Laviana,43.2333,-5.5333,68.7,broken clouds,95,76,1.23,ES,2022-08-31 22:30:45
336,Urumqi,43.801,87.6005,65.35,clear sky,40,0,4.47,CN,2022-08-31 22:30:45
337,Northam,51.0333,-4.2167,66.38,overcast clouds,73,100,15.23,GB,2022-08-31 22:30:45
338,Manati,18.4275,-66.4921,84.06,broken clouds,84,72,7.45,PR,2022-08-31 22:30:46
339,Hami,42.8,93.45,71.37,overcast clouds,29,95,6.96,CN,2022-08-31 22:30:46
340,Itupiranga,-5.1347,-49.3267,84.52,clear sky,40,7,3.33,BR,2022-08-31 22:30:46
341,Oktyabrskoye,43.0645,44.7417,64.54,clear sky,82,0,4.47,RU,2022-08-31 22:30:46
342,Aleksandrovsk-Sakhalinskiy,50.8975,142.1561,66.04,clear sky,65,1,4.47,RU,2022-08-31 22:30:47
343,Tommot,58.9564,126.2925,44.28,scattered clouds,67,35,3.31,RU,2022-08-31 22:30:47
344,Vila,42.0304,-8.1588,56.7,overcast clouds,82,100,0.36,PT,2022-08-31 22:30:47
345,Torbay,47.6666,-52.7314,74.17,few clouds,85,20,6.91,CA,2022-08-31 22:30:48
346,Linda,39.1277,-121.5508,105.94,clear sky,25,0,8.05,US,2022-08-31 22:30:48
347,San Vicente,-26.6167,-54.1333,56.84,clear sky,70,1,3.49,AR,2022-08-31 22:30:48
348,Caxito,-8.5785,13.6643,69.4,few clouds,90,13,2.73,AO,2022-08-31 22:30:48
349,Hirara,24.8,125.2833,84.06,light intensity shower rain,94,75,28.77,JP,2022-08-31 22:30:49
350,Chauk,20.8833,94.8167,81.18,overcast clouds,78,99,7.81,MM,2022-08-31 22:30:49
351,Santa Isabel Do Rio Negro,-0.4139,-65.0192,79.12,overcast clouds,78,90,0.31,BR,2022-08-31 22:30:49
352,Kahului,20.8947,-156.47,86.02,scattered clouds,60,40,18.41,US,2022-08-31 22:30:50
353,Waterloo,43.4668,-80.5164,75.78,few clouds,60,20,19.57,CA,2022-08-31 22:28:41
354,Krasavino,60.9614,46.4814,50.49,overcast clouds,97,100,9.35,RU,2022-08-31 22:30:50
355,Wajima,37.4,136.9,74.5,heavy intensity rain,95,100,11.68,JP,2022-08-31 22:30:50
356,Kungurtug,50.5994,97.5228,44.06,scattered clouds,78,48,1.97,RU,2022-08-31 22:30:51
357,Honolulu,21.3069,-157.8583,87.62,scattered clouds,55,40,14.97,US,2022-08-31 22:28:51
358,Belaya Gora,68.5333,146.4167,50.49,broken clouds,43,63,5.64,RU,2022-08-31 22:31:51
359,Liberal,37.0431,-100.921,88.84,few clouds,35,20,10.36,US,2022-08-31 22:30:08
360,Kodiak,57.79,-152.4072,56.71,light rain,88,100,0.0,US,2022-08-31 22:29:16
361,Visby,57.6409,18.296,50.22,scattered clouds,87,31,8.05,SE,2022-08-31 22:31:51
362,Funadhoo,6.15,73.2667,77.49,overcast clouds,86,100,18.66,MV,2022-08-31 22:31:52
363,Tabuk,17.4189,121.4443,76.14,overcast clouds,88,94,1.01,PH,2022-08-31 22:31:52
364,Seaside,36.6111,-121.8516,81.52,clear sky,75,0,11.5,US,2022-08-31 22:31:52
365,Linay,8.5167,123.1333,78.98,overcast clouds,84,100,4.32,PH,2022-08-31 22:31:53
366,Kozhevnikovo,56.2589,83.9714,56.25,light rain,95,99,2.71,RU,2022-08-31 22:31:53
367,Pisco,-13.7,-76.2167,62.65,clear sky,72,0,18.41,PE,2022-08-31 22:31:53
368,Sangar,63.9242,127.4739,42.49,overcast clouds,89,89,7.9,RU,2022-08-31 22:31:54
369,Prince Rupert,54.3161,-130.3201,60.49,overcast clouds,90,100,11.5,CA,2022-08-31 22:31:54
370,Aykhal,66.0,111.5,36.21,overcast clouds,97,100,5.37,RU,2022-08-31 22:31:54
371,Karratha,-20.7377,116.8463,70.2,scattered clouds,54,26,7.99,AU,2022-08-31 22:31:54
372,Banyo,6.75,11.8167,64.83,light rain,96,99,2.57,CM,2022-08-31 22:31:55
373,Hokitika,-42.7167,170.9667,52.84,moderate rain,92,100,5.73,NZ,2022-08-31 22:31:55
374,Wakkanai,45.4094,141.6739,64.2,overcast clouds,91,100,10.89,JP,2022-08-31 22:31:55
375,Shambu,9.5667,37.1,50.77,light rain,92,74,2.13,ET,2022-08-31 22:31:56
376,Kachug,53.9606,105.8817,50.22,few clouds,71,19,4.47,RU,2022-08-31 22:31:56
377,Mersing,2.4312,103.8405,75.11,scattered clouds,94,40,5.75,MY,2022-08-31 22:31:56
378,Imeni Poliny Osipenko,52.4201,136.4853,59.02,scattered clouds,88,44,7.94,RU,2022-08-31 22:31:57
379,Horana,6.7166,80.0619,74.82,light rain,93,100,5.48,LK,2022-08-31 22:31:57
380,Verkhnyaya Inta,65.9811,60.3094,33.35,scattered clouds,87,31,0.45,RU,2022-08-31 22:31:57
381,Sur,22.5667,59.5289,84.36,clear sky,60,1,7.27,OM,2022-08-31 22:31:57
382,Hervey Bay,-25.2986,152.8535,64.02,scattered clouds,96,46,4.0,AU,2022-08-31 22:31:58
383,Kuusamo,65.9667,29.1833,41.04,clear sky,75,0,6.91,FI,2022-08-31 22:31:58
384,Celestun,20.8667,-90.4,84.56,broken clouds,70,63,14.63,MX,2022-08-31 22:31:58
385,Puerto Carreno,6.189,-67.4859,78.78,broken clouds,89,75,8.05,CO,2022-08-31 22:31:59
386,Tucuman,-26.8241,-65.2226,69.8,smoke,28,0,8.05,AR,2022-08-31 22:31:59
387,Sao Jose Da Coroa Grande,-8.8978,-35.1478,73.45,overcast clouds,79,86,11.43,BR,2022-08-31 22:31:59
388,Heihe,50.2441,127.4902,45.18,scattered clouds,56,48,12.62,CN,2022-08-31 22:32:00
389,Lata,40.1629,-8.3327,65.8,clear sky,97,6,1.77,PT,2022-08-31 22:32:00
390,Parabel,58.6978,81.4825,54.07,overcast clouds,76,100,6.24,RU,2022-08-31 22:32:00
391,Vuktyl,63.8567,57.3094,39.67,overcast clouds,82,98,4.56,RU,2022-08-31 22:32:01
392,Rambha,19.5167,85.1,82.06,overcast clouds,81,98,5.95,IN,2022-08-31 22:32:01
393,Cedral,23.8,-100.7333,82.31,overcast clouds,29,99,15.77,MX,2022-08-31 22:32:01
394,Chiang Klang,19.2938,100.8617,73.99,overcast clouds,99,100,1.52,TH,2022-08-31 22:32:02
395,Sibu,2.3,111.8167,73.71,scattered clouds,94,40,5.01,MY,2022-08-31 22:32:02
396,Labuhan,-6.8844,112.2051,76.57,scattered clouds,87,49,7.18,ID,2022-08-31 22:32:02
397,Killybegs,54.6333,-8.45,55.33,clear sky,78,0,6.76,IE,2022-08-31 22:32:02
398,Turayf,31.6725,38.6637,86.25,clear sky,19,0,9.22,SA,2022-08-31 22:32:03
399,Zhangzhou,24.5133,117.6556,84.13,overcast clouds,91,100,1.81,CN,2022-08-31 22:32:03
400,Gimli,50.6336,-96.9907,82.42,clear sky,47,2,8.05,CA,2022-08-31 22:32:03
401,Amapa,1.0,-52.0,73.09,overcast clouds,90,97,2.21,BR,2022-08-31 22:32:04
402,Asau,46.4333,26.4,65.32,light rain,87,97,3.09,RO,2022-08-31 22:33:04
403,Cibitoke,-2.8833,29.25,63.41,overcast clouds,87,100,2.62,BI,2022-08-31 22:33:04
404,Laguna,38.421,-121.4238,102.09,clear sky,22,0,6.91,US,2022-08-31 22:33:05
405,Simpang,-1.2667,104.0833,73.44,scattered clouds,98,29,2.68,ID,2022-08-31 22:33:05
406,Tutoia,-2.7619,-42.2744,78.55,clear sky,80,5,10.56,BR,2022-08-31 22:33:05
407,Taksimo,56.3444,114.8794,41.72,light rain,90,99,2.3,RU,2022-08-31 22:33:05
408,Santa Lucia,27.9117,-15.5407,67.32,few clouds,83,20,21.85,ES,2022-08-31 22:30:13
409,Belle Fourche,44.6714,-103.8522,95.05,clear sky,15,8,6.69,US,2022-08-31 22:33:06
410,Nemuro,43.3236,145.575,62.76,overcast clouds,94,100,10.69,JP,2022-08-31 22:33:06
411,East London,-33.0153,27.9116,56.8,clear sky,69,0,16.8,ZA,2022-08-31 22:33:07
412,Tapejara,-28.0681,-52.0139,52.72,clear sky,80,0,4.74,BR,2022-08-31 22:33:07
413,Nalut,30.3333,10.85,82.71,clear sky,21,0,10.78,LY,2022-08-31 22:33:07
414,Revda,56.801,59.9303,55.22,broken clouds,97,75,2.48,RU,2022-08-31 22:33:08
415,Taltal,-25.4,-70.4833,55.44,few clouds,83,17,4.16,CL,2022-08-31 22:33:08
416,Sisimiut,66.9395,-53.6735,35.33,broken clouds,89,84,11.3,GL,2022-08-31 22:31:10
417,Umm Lajj,25.0213,37.2685,89.94,clear sky,44,2,4.56,SA,2022-08-31 22:33:08
418,Kuminskiy,58.6667,66.5667,50.67,overcast clouds,96,100,8.01,RU,2022-08-31 22:33:09
419,Steamboat Springs,40.485,-106.8317,89.35,clear sky,13,0,16.11,US,2022-08-31 22:29:38
420,Mabopane,-25.4977,28.1007,58.66,clear sky,54,3,11.83,ZA,2022-08-31 22:33:09
421,South Lake Tahoe,38.9332,-119.9844,90.63,clear sky,18,0,8.01,US,2022-08-31 22:29:49
422,Atar,20.5169,-13.0499,87.94,light rain,54,62,7.29,MR,2022-08-31 22:33:09
423,Katsuura,35.1333,140.3,81.55,clear sky,84,7,18.59,JP,2022-08-31 22:28:18
424,Boda,4.3189,17.4695,69.28,light rain,97,100,1.81,CF,2022-08-31 22:33:10
425,Isangel,-19.55,169.2667,78.91,scattered clouds,65,40,9.22,VU,2022-08-31 22:33:10
426,Tautira,-17.7333,-149.15,76.96,light rain,74,22,16.33,PF,2022-08-31 22:33:10
427,Bangaon,23.0667,88.8167,79.9,overcast clouds,90,99,6.29,IN,2022-08-31 22:33:11
428,Mahanoro,-19.9,48.8,66.47,light rain,93,10,7.38,MG,2022-08-31 22:33:11
429,Domoni,-12.2569,44.5319,74.16,scattered clouds,79,46,18.72,KM,2022-08-31 22:33:11
430,Suez,29.9737,32.5263,76.14,clear sky,80,0,9.98,EG,2022-08-31 22:33:12
431,Irbeyskoye,55.6428,95.4522,57.54,light rain,94,100,11.97,RU,2022-08-31 22:33:12
432,Maragogi,-9.0122,-35.2225,73.11,broken clouds,80,82,10.8,BR,2022-08-31 22:33:12
433,Kobelyaky,49.1489,34.1965,64.08,overcast clouds,61,100,8.86,UA,2022-08-31 22:33:13
434,Luderitz,-26.6481,15.1594,56.03,clear sky,83,5,3.42,NA,2022-08-31 22:33:13
435,Umm Kaddadah,13.6017,26.6876,78.73,few clouds,64,20,15.32,SD,2022-08-31 22:33:13
436,Nchelenge,-9.3451,28.734,79.07,broken clouds,39,83,10.33,ZM,2022-08-31 22:33:14
437,Pasaquina,13.5844,-87.8411,86.45,overcast clouds,89,90,2.55,SV,2022-08-31 22:33:14
438,Geraldton,-28.7667,114.6,48.61,clear sky,76,2,6.91,AU,2022-08-31 22:33:02
439,Murgab,37.4966,61.9714,71.47,clear sky,43,0,4.61,TM,2022-08-31 22:33:14
440,Biryusinsk,55.9634,97.8235,56.95,moderate rain,97,100,6.98,RU,2022-08-31 22:33:14
441,Anloga,5.7947,0.8973,75.31,scattered clouds,90,45,12.48,GH,2022-08-31 22:33:15
442,Kalianget,-7.05,113.9333,80.11,broken clouds,80,74,8.68,ID,2022-08-31 22:33:15
443,Kabakovo,54.5369,56.1517,64.69,clear sky,68,0,2.24,RU,2022-08-31 22:33:15
444,Kantang,7.4054,99.5156,76.28,overcast clouds,93,100,2.26,TH,2022-08-31 22:33:16
445,Port Said,31.2565,32.2841,80.58,scattered clouds,83,40,6.91,EG,2022-08-31 22:33:16
446,Ammon,43.4696,-111.9666,96.85,clear sky,16,0,3.44,US,2022-08-31 22:34:16
447,Cayenne,4.9333,-52.3333,78.84,clear sky,83,0,4.61,GF,2022-08-31 22:30:08
448,Kerema,-7.9631,145.7785,80.96,broken clouds,81,84,5.35,PG,2022-08-31 22:34:17
449,Alamosa,37.4695,-105.87,80.58,clear sky,22,2,3.44,US,2022-08-31 22:34:17
450,Jinchang,38.4953,102.1739,62.82,clear sky,54,8,3.15,CN,2022-08-31 22:34:17
451,Port-Cartier,50.0334,-66.8654,64.62,overcast clouds,100,100,3.27,CA,2022-08-31 22:34:18
452,Pandamatenga,-18.5278,25.627,63.3,clear sky,47,1,12.15,BW,2022-08-31 22:34:18
453,Strezhevoy,60.7333,77.5889,43.84,heavy intensity rain,96,100,7.47,RU,2022-08-31 22:32:07
454,Isla Mujeres,21.2311,-86.731,82.45,broken clouds,72,81,10.45,MX,2022-08-31 22:34:18
455,Wagar,16.1525,36.2032,85.48,overcast clouds,62,97,15.14,SD,2022-08-31 22:34:19
456,Nichinan,31.6,131.3667,80.28,light rain,82,69,3.24,JP,2022-08-31 22:34:19
457,Semey,50.4111,80.2275,52.02,clear sky,62,0,2.24,KZ,2022-08-31 22:34:19
458,Rudnaya Pristan,44.3614,135.8116,64.94,clear sky,69,0,1.45,RU,2022-08-31 22:34:20
