City_ID,City,Lat,Lng,Max Temp,Current Description,Humidity,Cloudiness,Wind Speed,Country,Date
459,Puerto Asis,0.5133,-76.5007,76.24,broken clouds,77,59,0.22,CO,2022-08-31 22:34:20
460,Kohima,25.6667,94.1167,63.7,overcast clouds,94,98,1.83,IN,2022-08-31 22:34:20
461,Mount Isa,-20.7333,139.5,69.57,broken clouds,60,74,8.05,AU,2022-08-31 22:34:20
462,Guerrero Negro,27.9769,-114.0611,79.38,few clouds,65,12,15.97,MX,2022-08-31 22:34:21
463,Lasa,46.6166,10.7002,61.68,overcast clouds,91,94,4.56,IT,2022-08-31 22:34:21
464,Terrak,65.087,12.3715,49.87,broken clouds,86,72,3.27,NO,2022-08-31 22:34:21
465,Katobu,-4.9408,122.5276,75.7,scattered clouds,90,29,2.68,ID,2022-08-31 22:34:22
466,Lagoa,39.05,-27.9833,71.58,broken clouds,76,66,8.01,PT,2022-08-31 22:34:22
467,Grand Gaube,-20.0064,57.6608,63.0,clear sky,72,9,3.91,MU,2022-08-31 22:34:22
468,Okha,53.5739,142.9478,62.67,clear sky,74,0,11.68,RU,2022-08-31 22:34:23
469,Stantsionno-Oyashinskiy,55.4664,83.8245,57.16,overcast clouds,78,97,8.46,RU,2022-08-31 22:34:23
470,Ranong,9.9658,98.6348,77.43,broken clouds,91,79,0.98,TH,2022-08-31 22:34:23
471,Soe,-9.8607,124.284,69.21,broken clouds,73,60,3.62,ID,2022-08-31 22:34:23
472,Hongjiang,27.11,109.9956,70.21,overcast clouds,76,100,2.3,CN,2022-08-31 22:34:24
473,Cozumel,20.5083,-86.9458,86.07,broken clouds,77,75,10.36,MX,2022-08-31 22:34:24
474,Kailua,21.4022,-157.7394,87.78,few clouds,63,20,11.5,US,2022-08-31 22:34:24
475,Jacmel,18.2342,-72.5347,85.84,overcast clouds,81,98,1.21,HT,2022-08-31 22:34:25
476,Wanaka,-44.7,169.15,53.11,light rain,82,97,5.99,NZ,2022-08-31 22:30:52
477,Comodoro Rivadavia,-45.8667,-67.5,60.66,clear sky,25,0,8.05,AR,2022-08-31 22:34:25
478,Viedma,-40.8135,-62.9967,51.78,overcast clouds,52,93,7.67,AR,2022-08-31 22:34:25
479,Tanout,14.9709,8.8879,83.19,broken clouds,51,63,11.43,NE,2022-08-31 22:34:26
480,Sibolga,1.7427,98.7792,75.42,overcast clouds,88,88,3.71,ID,2022-08-31 22:34:26
481,Bereslavka,48.6254,44.0449,72.37,few clouds,35,15,6.6,RU,2022-08-31 22:34:26
482,Cidreira,-30.1811,-50.2056,61.07,clear sky,80,0,19.51,BR,2022-08-31 22:34:26
483,Novo Aripuana,-5.1206,-60.3797,84.33,scattered clouds,36,46,2.82,BR,2022-08-31 22:34:27
484,Itoman,26.1247,127.6694,84.97,shower rain,82,75,16.11,JP,2022-08-31 22:34:27
485,Kieta,-6.2167,155.6333,81.01,light rain,79,85,2.42,PG,2022-08-31 22:29:32
486,Pangkalanbuun,-2.6833,111.6167,73.58,broken clouds,97,71,2.28,ID,2022-08-31 22:34:27
487,Pulandian,39.3953,121.9669,64.24,clear sky,80,0,7.85,CN,2022-08-31 22:34:28
488,Waipawa,-41.4122,175.5153,55.51,scattered clouds,72,25,15.37,NZ,2022-08-31 22:34:28
489,Vrangel,42.7297,133.0839,66.02,clear sky,84,1,5.55,RU,2022-08-31 22:34:28
490,Gat,31.61,34.7642,81.81,clear sky,100,5,3.78,IL,2022-08-31 22:34:29
491,Port Blair,11.6667,92.75,81.27,overcast clouds,82,99,5.97,IN,2022-08-31 22:34:29
492,Nome,64.5011,-165.4064,50.16,mist,93,100,10.36,US,2022-08-31 22:34:29
493,Tupik,54.4253,119.9327,42.3,scattered clouds,63,34,5.5,RU,2022-08-31 22:34:30
494,Hearst,49.6835,-83.6665,52.05,overcast clouds,60,99,9.35,CA,2022-08-31 22:33:02
495,Fairbanks,64.8378,-147.7164,64.6,scattered clouds,60,40,6.91,US,2022-08-31 22:33:51
496,Tessalit,20.1986,1.0114,92.59,broken clouds,12,84,9.15,ML,2022-08-31 22:35:30
497,Alta Floresta,-9.8756,-56.0861,84.7,few clouds,23,19,3.67,BR,2022-08-31 22:35:30
498,Sharjah,25.3573,55.4033,89.58,clear sky,74,0,5.75,AE,2022-08-31 22:34:36
499,Sholokhovskiy,48.2807,41.0459,75.45,broken clouds,43,65,6.69,RU,2022-08-31 22:35:31
500,Husavik,66.0449,-17.3389,53.98,overcast clouds,75,95,11.63,IS,2022-08-31 22:35:31
501,Lac Du Bonnet,50.2536,-96.0612,83.34,clear sky,42,1,8.95,CA,2022-08-31 22:30:52
502,Shihezi,44.3,86.0333,70.88,clear sky,28,5,6.17,CN,2022-08-31 22:35:31
503,Aitape,-3.1374,142.3475,81.81,broken clouds,76,63,3.8,PG,2022-08-31 22:35:32
504,Antalaha,-14.9003,50.2788,64.13,clear sky,89,6,3.65,MG,2022-08-31 22:35:32
505,Takoradi,4.8845,-1.7554,73.78,light rain,94,73,9.4,GH,2022-08-31 22:35:32
506,Azul,-36.777,-59.8585,56.77,overcast clouds,74,100,4.45,AR,2022-08-31 22:35:33
507,Aswan,24.0934,32.907,92.5,clear sky,24,0,8.05,EG,2022-08-31 22:35:33
508,Nizwa,22.9333,57.5333,82.65,clear sky,44,8,2.55,OM,2022-08-31 22:35:33
509,Vanavara,60.34,102.2797,42.21,broken clouds,93,74,11.07,RU,2022-08-31 22:35:33
510,Ginda,30.6945,78.4932,62.78,few clouds,90,15,2.73,IN,2022-08-31 22:35:34
511,Talaya,61.3833,152.75,60.69,broken clouds,49,61,9.82,RU,2022-08-31 22:35:34
512,Tambura,5.6,27.4667,66.9,overcast clouds,98,100,2.57,SS,2022-08-31 22:35:34
513,Tokur,53.1333,132.9,47.98,overcast clouds,87,86,2.48,RU,2022-08-31 22:35:35
514,Cullinan,-25.6709,28.5236,55.81,clear sky,63,4,8.01,ZA,2022-08-31 22:35:35
515,Axim,4.8699,-2.2405,74.26,light rain,92,78,9.37,GH,2022-08-31 22:35:35
516,Clinton,42.587,-82.9199,82.72,few clouds,51,20,16.11,US,2022-08-31 22:35:36
517,Ferrol,43.4832,-8.2369,64.92,scattered clouds,89,47,5.99,ES,2022-08-31 22:35:36
518,Chichimila,20.6167,-88.2167,82.38,overcast clouds,69,98,4.23,MX,2022-08-31 22:35:36
519,Oksfjord,70.2396,22.3479,43.0,light rain,78,96,4.07,NO,2022-08-31 22:35:36
520,Mancio Lima,-7.6142,-72.8958,87.87,scattered clouds,58,39,3.44,BR,2022-08-31 22:35:37
521,Kilembe,0.2,30.0,60.35,light rain,88,100,3.96,UG,2022-08-31 22:35:37
522,Sturgeon Falls,46.3646,-79.9326,66.88,scattered clouds,57,49,15.21,CA,2022-08-31 22:35:37
523,Dolores,-36.3132,-57.6792,53.06,overcast clouds,88,100,7.38,AR,2022-08-31 22:35:38
524,Wenatchee,47.4235,-120.3103,101.41,clear sky,21,0,8.05,US,2022-08-31 22:34:05
525,Mangai,-4.05,19.5333,75.58,broken clouds,73,61,1.01,CD,2022-08-31 22:35:38
526,Songea,-10.6833,35.65,58.05,clear sky,69,1,4.03,TZ,2022-08-31 22:35:38
527,Tecoanapa,16.5167,-98.75,85.23,scattered clouds,68,25,9.19,MX,2022-08-31 22:35:39
528,Georgiyevskoye,58.731,45.024,53.24,broken clouds,87,71,9.15,RU,2022-08-31 22:35:39
529,Nhulunbuy,-12.2333,136.7667,77.61,scattered clouds,88,47,8.05,AU,2022-08-31 22:35:39
530,Vaitape,-16.5167,-151.75,78.67,scattered clouds,62,30,18.81,PF,2022-08-31 22:35:40
531,Krasnoselkup,65.7,82.4667,36.18,broken clouds,94,84,9.82,RU,2022-08-31 22:35:40
532,Marsa Matruh,31.3525,27.2453,77.14,clear sky,74,0,7.43,EG,2022-08-31 22:30:48
533,Lebork,54.5392,17.7501,53.15,few clouds,92,11,3.51,PL,2022-08-31 22:35:40
534,Nuuk,64.1835,-51.7216,43.41,few clouds,65,20,9.22,GL,2022-08-31 22:35:40
535,Canoas,-29.9178,-51.1836,64.85,clear sky,75,0,5.75,BR,2022-08-31 22:35:41
536,Muisne,0.6,-80.0333,75.11,broken clouds,81,79,9.57,EC,2022-08-31 22:35:41
537,Lethem,3.3803,-59.7968,78.33,broken clouds,81,77,1.05,GY,2022-08-31 22:35:41
538,Padang,-0.9492,100.3543,77.25,broken clouds,84,73,3.96,ID,2022-08-31 22:35:42
539,Trairi,-3.2778,-39.2689,77.94,clear sky,75,9,13.65,BR,2022-08-31 22:32:17
540,Le Port,-20.9373,55.2919,68.25,clear sky,67,6,5.46,RE,2022-08-31 22:36:42
541,Puri,19.8,85.85,81.12,overcast clouds,76,94,9.8,IN,2022-08-31 22:36:42
542,Whitehorse,60.7161,-135.0538,63.1,scattered clouds,42,40,10.36,CA,2022-08-31 22:36:43
543,Kamiiso,41.8167,140.65,68.38,broken clouds,100,75,4.61,JP,2022-08-31 22:36:43
544,Barreirinhas,-2.7469,-42.8264,78.6,scattered clouds,79,34,7.9,BR,2022-08-31 22:36:43
545,Masuguru,-11.3667,38.4167,75.07,broken clouds,49,77,7.31,TZ,2022-08-31 22:36:44
546,Grong,64.4654,12.3149,44.85,scattered clouds,92,50,0.89,NO,2022-08-31 22:36:44
547,Presidente Franco,-25.5333,-54.6167,72.12,clear sky,73,0,2.3,PY,2022-08-31 22:36:44
548,Ponazyrevo,58.3578,46.3142,56.59,overcast clouds,96,95,7.78,RU,2022-08-31 22:36:45
549,San Quintin,30.4833,-115.95,76.75,clear sky,70,4,12.03,MX,2022-08-31 22:36:45
550,Nova Olimpia,-14.7972,-57.2881,84.94,clear sky,23,4,3.31,BR,2022-08-31 22:36:45
551,Zhigansk,66.7697,123.3711,42.91,overcast clouds,80,100,11.1,RU,2022-08-31 22:36:45
552,Susanville,40.4163,-120.653,93.9,clear sky,13,0,11.99,US,2022-08-31 22:36:46
553,Decatur,39.8403,-88.9548,82.15,clear sky,54,0,3.44,US,2022-08-31 22:36:46
554,Floro,61.5996,5.0328,57.16,few clouds,88,11,5.75,NO,2022-08-31 22:36:46
555,Calama,-22.4667,-68.9333,66.69,clear sky,6,0,17.27,CL,2022-08-31 22:36:47
556,Punta Gorda,26.9298,-82.0454,91.99,scattered clouds,66,40,8.99,US,2022-08-31 22:36:36
557,Soyo,-6.1349,12.3689,72.45,scattered clouds,87,45,8.21,AO,2022-08-31 22:36:47
558,Matara,5.9485,80.5353,75.79,overcast clouds,90,99,11.21,LK,2022-08-31 22:36:47
559,Shumskiy,54.8318,99.1328,56.88,light rain,78,68,3.78,RU,2022-08-31 22:36:47
560,Oriximina,-1.7656,-55.8661,84.63,few clouds,43,17,3.2,BR,2022-08-31 22:36:48
561,Bandar-E Lengeh,26.5579,54.8807,88.92,overcast clouds,59,100,1.12,IR,2022-08-31 22:36:48
562,Sfantu Gheorghe,45.8667,25.7833,63.27,broken clouds,93,55,3.76,RO,2022-08-31 22:36:48
563,Vestmanna,62.1564,-7.1664,49.12,broken clouds,87,75,17.27,FO,2022-08-31 22:36:49
564,Kudahuvadhoo,2.6708,72.8944,81.45,overcast clouds,73,88,18.95,MV,2022-08-31 22:36:49
565,Manitouwadge,49.1215,-85.8403,57.33,clear sky,44,7,8.88,CA,2022-08-31 22:36:49
566,Sorong,-0.8833,131.25,79.3,scattered clouds,78,48,4.43,ID,2022-08-31 22:36:50
567,Calvinia,-31.4707,19.776,63.34,overcast clouds,28,98,9.93,ZA,2022-08-31 22:36:50
568,Nyurba,63.2842,118.3319,38.95,broken clouds,92,82,4.65,RU,2022-08-31 22:36:50
569,Baghdad,33.3406,44.4009,89.51,clear sky,22,0,4.61,IQ,2022-08-31 22:34:46
570,Carballo,43.213,-8.691,64.09,broken clouds,90,76,3.94,ES,2022-08-31 22:36:51
571,Zaysan,47.4667,84.8667,61.99,clear sky,25,3,6.71,KZ,2022-08-31 22:36:51
572,Sept-Iles,50.2001,-66.3821,64.92,mist,98,100,4.61,CA,2022-08-31 22:36:51
573,Tarata,-17.6167,-66.0167,71.02,clear sky,56,6,7.94,BO,2022-08-31 22:36:51
574,Marsh Harbour,26.5412,-77.0636,84.11,scattered clouds,71,27,7.87,BS,2022-08-31 22:36:52
575,Kazachinskoye,57.6953,93.2761,47.34,overcast clouds,97,100,4.25,RU,2022-08-31 22:36:52
576,Gainesville,29.6516,-82.3248,88.79,broken clouds,57,75,10.36,US,2022-08-31 22:36:11
577,Smithers,54.7804,-127.1743,73.72,broken clouds,46,75,10.36,CA,2022-08-31 22:36:52
578,Addanki,15.8167,79.9833,80.78,overcast clouds,82,100,4.18,IN,2022-08-31 22:36:53
579,Praia,14.9215,-23.5087,77.54,few clouds,88,20,3.44,CV,2022-08-31 22:36:53
580,Virginia Beach,36.8529,-75.978,89.64,scattered clouds,59,40,9.22,US,2022-08-31 22:34:35
581,Dawei,14.0833,98.2,77.41,overcast clouds,92,100,1.45,MM,2022-08-31 22:36:53
582,Caluquembe,-13.7833,14.6833,61.29,scattered clouds,59,47,4.74,AO,2022-08-31 22:36:54
583,Taoudenni,22.6783,-3.9836,97.16,clear sky,19,8,3.31,ML,2022-08-31 22:36:54
584,Gornyatskiy,48.2915,40.9575,76.06,broken clouds,42,64,6.42,RU,2022-08-31 22:36:54
585,Ishigaki,24.3448,124.1572,80.73,moderate rain,94,75,17.27,JP,2022-08-31 22:36:55
586,Brigantine,39.4101,-74.3646,82.99,clear sky,45,0,12.66,US,2022-08-31 22:37:55
587,Belmopan,17.25,-88.7667,86.38,overcast clouds,76,100,4.92,BZ,2022-08-31 22:37:55
588,Okato,-39.2,173.8833,61.18,scattered clouds,53,46,11.99,NZ,2022-08-31 22:37:55
589,Otane,-39.8833,176.6333,54.01,few clouds,56,18,2.17,NZ,2022-08-31 22:37:56
590,Bagdarin,54.4333,113.6,46.53,overcast clouds,75,100,6.2,RU,2022-08-31 22:37:56
591,Shamkhal,43.0596,47.3373,73.38,clear sky,52,4,1.72,RU,2022-08-31 22:37:56
592,Nuqui,5.7125,-77.2708,78.15,light rain,87,76,9.15,CO,2022-08-31 22:37:57
593,North Bend,43.4065,-124.2243,78.24,scattered clouds,81,40,12.66,US,2022-08-31 22:37:57
594,Kununurra,-15.7667,128.7333,73.38,few clouds,83,19,5.75,AU,2022-08-31 22:36:12
595,Ciudad Bolivar,8.1222,-63.5497,82.63,overcast clouds,61,99,5.5,VE,2022-08-31 22:37:57
596,La Ronge,55.1001,-105.2842,80.82,few clouds,36,20,10.36,CA,2022-08-31 22:34:47
597,Howard,39.2504,-76.933,84.06,clear sky,50,0,1.01,US,2022-08-31 22:37:58
598,High Level,58.5169,-117.136,73.51,broken clouds,31,75,5.75,CA,2022-08-31 22:37:58
599,Trifesti,47.45,27.5167,68.38,light rain,68,84,6.22,RO,2022-08-31 22:37:58
600,Casma,-41.0082,-73.1244,51.24,overcast clouds,96,95,2.98,CL,2022-08-31 22:37:59
601,San Policarpo,12.1791,125.5072,79.93,broken clouds,84,64,5.55,PH,2022-08-31 22:37:59
602,Damara,4.9608,18.7035,70.27,moderate rain,96,99,2.33,CF,2022-08-31 22:37:59
603,Trinidad,-14.8333,-64.9,87.78,smoke,42,0,0.0,BO,2022-08-31 22:38:00
604,Toora-Khem,52.4675,96.11,45.68,broken clouds,91,72,1.43,RU,2022-08-31 22:38:00
605,Vilaka,57.1846,27.6722,45.34,overcast clouds,85,97,8.12,LV,2022-08-31 22:38:00
606,Lakki Marwat,32.6079,70.9114,89.83,clear sky,52,3,2.82,PK,2022-08-31 22:38:01
607,Mount Gambier,-37.8333,140.7667,46.31,broken clouds,100,75,9.22,AU,2022-08-31 22:38:01
608,Parintins,-2.6283,-56.7358,85.57,broken clouds,35,64,2.55,BR,2022-08-31 22:38:01
609,Walvis Bay,-22.9575,14.5053,60.1,scattered clouds,82,28,5.75,NA,2022-08-31 22:38:01
610,Zheleznodorozhnyy,55.7503,38.0042,54.21,few clouds,72,24,8.68,RU,2022-08-31 22:38:02
611,Gvarv,59.3875,9.1737,52.03,clear sky,80,8,2.06,NO,2022-08-31 22:38:02
612,Blackwater,-23.5833,148.8833,69.3,broken clouds,62,61,9.86,AU,2022-08-31 22:34:57
613,Vardo,70.3705,31.1107,42.78,overcast clouds,75,100,11.5,NO,2022-08-31 22:38:02
614,Pitea,65.3172,21.4794,46.49,broken clouds,80,84,10.09,SE,2022-08-31 22:38:03
615,Muzhi,65.3667,64.6667,36.9,scattered clouds,89,25,5.41,RU,2022-08-31 22:38:03
616,Severo-Kurilsk,50.6789,156.125,57.58,overcast clouds,74,100,2.3,RU,2022-08-31 22:38:03
617,Nivala,63.9167,24.9667,40.68,scattered clouds,87,43,5.14,FI,2022-08-31 22:38:04
618,Shakawe,-18.3667,21.85,63.05,clear sky,39,3,6.11,BW,2022-08-31 22:38:04
619,Kpandu,6.9954,0.2931,73.27,light rain,93,82,9.84,GH,2022-08-31 22:38:04
620,Vanersborg,58.3807,12.3234,48.58,clear sky,87,9,2.3,SE,2022-08-31 22:38:05
621,Saint-Augustin,51.226,-58.6502,65.34,overcast clouds,91,95,12.24,CA,2022-08-31 22:38:05
622,Rio Gallegos,-51.6226,-69.2181,50.05,clear sky,50,0,6.91,AR,2022-08-31 22:38:05
623,Oxbow,49.2333,-102.1676,89.64,clear sky,36,0,7.25,CA,2022-08-31 22:38:05
624,Erie,42.7667,-78.6664,75.07,scattered clouds,67,49,8.99,US,2022-08-31 22:38:06
625,Giyani,-23.3025,30.7187,53.74,clear sky,65,0,5.01,ZA,2022-08-31 22:38:06
626,Calamar,10.2511,-74.9146,79.66,overcast clouds,87,94,6.85,CO,2022-08-31 22:38:06
627,Port Augusta,-32.5,137.7667,54.45,broken clouds,58,54,7.25,AU,2022-08-31 22:38:07
628,Riachao,-7.3619,-46.6172,82.33,scattered clouds,30,29,4.56,BR,2022-08-31 22:38:07
629,Jasper,37.2001,-94.3502,90.0,few clouds,28,20,8.05,US,2022-08-31 22:37:57
630,Inuvik,68.3499,-133.7218,69.01,scattered clouds,46,40,9.22,CA,2022-08-31 22:38:07
631,Eenhana,-17.4667,16.3333,68.38,clear sky,24,3,10.22,NA,2022-08-31 22:38:08
632,Nelson Bay,-32.7167,152.15,63.0,clear sky,99,5,1.99,AU,2022-08-31 22:39:08
633,Aksarka,66.5606,67.7975,42.57,overcast clouds,74,96,1.25,RU,2022-08-31 22:39:08
634,Coffs Harbour,-30.3,153.1333,62.56,clear sky,72,3,5.75,AU,2022-08-31 22:39:08
635,Douglas,41.3,-96.167,95.52,clear sky,38,0,11.5,US,2022-08-31 22:36:46
636,Russell,32.3502,-85.1999,91.96,clear sky,49,0,10.36,US,2022-08-31 22:39:09
637,Det Udom,14.906,105.0784,76.82,overcast clouds,92,89,2.51,TH,2022-08-31 22:39:09
638,Ullapool,57.8987,-5.1604,50.34,clear sky,89,3,3.49,GB,2022-08-31 22:39:10
639,Barguzin,53.6167,109.6167,53.65,overcast clouds,66,86,6.46,RU,2022-08-31 22:39:10
640,Samarai,-10.6167,150.6667,78.62,moderate rain,88,100,22.15,PG,2022-08-31 22:39:10
641,Ballina,-28.8667,153.5667,64.02,scattered clouds,84,49,6.96,AU,2022-08-31 22:38:27
642,Zabol,32.25,67.25,66.36,clear sky,30,0,8.52,AF,2022-08-31 22:39:11
643,Miyako,39.6367,141.9525,76.19,broken clouds,91,73,4.81,JP,2022-08-31 22:39:11
644,Sarangani,5.4033,125.4636,83.07,broken clouds,72,77,2.91,PH,2022-08-31 22:39:11
645,Moussoro,13.6408,16.4901,72.99,heavy intensity rain,89,100,27.6,TD,2022-08-31 22:39:11
646,Karla,59.3723,24.9275,50.58,few clouds,72,20,8.05,EE,2022-08-31 22:39:12
647,Jucuaran,13.2539,-88.2478,79.25,overcast clouds,86,91,2.62,SV,2022-08-31 22:39:12
648,Hirado,33.3597,129.5531,76.39,overcast clouds,84,94,19.1,JP,2022-08-31 22:39:12
649,Xiuyan,40.2928,123.2744,61.48,clear sky,89,2,7.45,CN,2022-08-31 22:39:13
650,Lishan,31.8576,113.2951,68.79,overcast clouds,68,100,3.91,CN,2022-08-31 22:39:13
651,Algiers,36.7525,3.042,81.88,overcast clouds,60,96,1.83,DZ,2022-08-31 22:39:13
652,Gawler,-34.6,138.7333,50.34,broken clouds,92,81,1.16,AU,2022-08-31 22:37:50
653,La Tuque,47.4334,-72.7824,64.65,broken clouds,63,73,2.3,CA,2022-08-31 22:39:14
654,Uromi,6.7,6.3333,69.71,overcast clouds,97,100,4.74,NG,2022-08-31 22:39:14
655,Bullhead City,35.1478,-114.5683,113.94,clear sky,15,0,9.22,US,2022-08-31 22:39:14
656,Gweta,-20.1833,25.2333,59.05,clear sky,59,0,16.53,BW,2022-08-31 22:39:14
657,Ostrovnoy,68.0531,39.5131,44.85,overcast clouds,71,99,13.94,RU,2022-08-31 22:39:15
658,Mehamn,71.0357,27.8492,44.51,overcast clouds,71,98,12.01,NO,2022-08-31 22:39:15
659,Dudinka,69.4058,86.1778,37.13,few clouds,96,15,7.02,RU,2022-08-31 22:39:15
660,Louth,53.3666,-0.0044,62.24,few clouds,82,20,20.71,GB,2022-08-31 22:39:16
661,Mananara,-16.1667,49.7667,65.37,clear sky,89,5,2.71,MG,2022-08-31 22:39:16
662,Slave Lake,55.2834,-114.769,73.38,clear sky,64,0,6.91,CA,2022-08-31 22:39:16
663,Marovoay,-16.1,46.6333,68.2,clear sky,69,4,3.47,MG,2022-08-31 22:39:17
664,Quatre Cocos,-20.2078,57.7625,62.71,few clouds,77,16,3.53,MU,2022-08-31 22:39:17
665,Nouadhibou,20.931,-17.0347,75.61,overcast clouds,93,100,4.76,MR,2022-08-31 22:39:17
666,Naziya,59.8,31.3833,46.54,moderate rain,1,100,14.88,RU,2022-08-31 22:39:18
667,Caraquet,47.7941,-64.9386,63.14,overcast clouds,97,100,15.9,CA,2022-08-31 22:39:18
668,Teya,60.3778,92.6267,42.46,overcast clouds,71,97,7.92,RU,2022-08-31 22:39:18
669,Saint-Joseph,-21.3667,55.6167,66.58,clear sky,77,9,4.29,RE,2022-08-31 22:39:18
670,Brokopondo,4.75,-55.1667,83.19,overcast clouds,73,94,2.64,SR,2022-08-31 22:39:19
671,Svetlogorsk,52.6333,29.7333,51.15,scattered clouds,64,31,5.5,BY,2022-08-31 22:39:19
672,Chicama,-7.8447,-79.1469,59.54,scattered clouds,73,29,9.22,PE,2022-08-31 22:39:19
673,Nabire,-3.3667,135.4833,76.71,overcast clouds,91,91,1.48,ID,2022-08-31 22:39:20
674,Price,39.5994,-110.8107,92.46,clear sky,10,0,0.0,US,2022-08-31 22:39:20
675,Pangnirtung,66.1451,-65.7125,51.8,few clouds,46,20,14.97,CA,2022-08-31 22:39:20
676,Mission,26.2159,-98.3253,94.21,clear sky,57,0,14.97,US,2022-08-31 22:36:00
677,Stornoway,58.2093,-6.3865,48.92,few clouds,95,20,2.3,GB,2022-08-31 22:39:20
678,Xuddur,4.1213,43.8894,69.35,scattered clouds,78,39,16.42,SO,2022-08-31 22:39:21
679,Okhotsk,59.3833,143.3,59.52,few clouds,85,16,9.84,RU,2022-08-31 22:40:21
680,Mecca,21.4267,39.8261,88.16,clear sky,51,4,3.58,SA,2022-08-31 22:40:21
681,Ca Mau,9.1769,105.15,77.79,scattered clouds,90,29,2.24,VN,2022-08-31 22:35:51
682,Amli,20.2833,73.0167,78.19,light rain,89,91,1.79,IN,2022-08-31 22:40:22
683,Bestobe,52.4994,73.0975,68.22,scattered clouds,35,38,10.36,KZ,2022-08-31 22:40:22
684,Maraba,-5.3686,-49.1178,84.38,clear sky,51,0,0.0,BR,2022-08-31 22:40:22
685,Gazanjyk,39.2446,55.5154,79.79,clear sky,14,0,6.42,TM,2022-08-31 22:40:23
686,Margate,51.3813,1.3862,67.89,few clouds,80,23,8.99,GB,2022-08-31 22:40:23
687,Kuvshinovo,57.0295,34.1725,44.15,overcast clouds,87,89,11.41,RU,2022-08-31 22:40:23
688,Ulladulla,-35.35,150.4667,57.78,clear sky,66,8,4.32,AU,2022-08-31 22:40:24
689,Biak,-0.9131,122.8766,76.89,broken clouds,79,51,6.49,ID,2022-08-31 22:40:24
690,Petropavlovsk-Kamchatskiy,53.0452,158.6483,57.79,clear sky,77,0,6.71,RU,2022-08-31 22:40:24
691,Barra Do Garcas,-15.89,-52.2567,82.81,few clouds,28,11,3.2,BR,2022-08-31 22:40:25
